IsIPA,OG,FG,ABV,IBU,Color,BoilTime,BoilGravity,PitchRate,Efficiency,UserId
FALSE,1.047,1.015,4.17,26.45,18.74,60,1.032,0.5,70,
FALSE,1.053,1.013,5.18,42.87,4.53,60,,,70,
FALSE,1.058,1.012,5.99,39.24,17.39,60,1.048,,80,106342
FALSE,1.06,1.021,5.07,37.97,33.81,60,1.03,,65,
FALSE,1.052,1.012,5.37,19.13,6.78,60,1.096,0.75,55,
FALSE,1.077,1.023,7.14,89.01,45.95,60,1.058,,70,
FALSE,1.048,1.009,5.12,28.72,2.86,90,1.041,2,90,
TRUE,1.063,1.016,6.12,50.88,9.53,60,1.042,0.75,75,49146
FALSE,1.072,1.019,6.96,63.26,47.33,60,1.06,,62,
FALSE,1.046,1.01,4.83,45.02,5.34,60,1.035,,70,
FALSE,1.06,1.014,6.02,46.38,4.36,60,1.044,0.35,62,85227
TRUE,1.078,1.013,8.53,90.92,4.03,60,1.061,,70,1186
FALSE,1.072,1.018,7.15,46.3,37.7,60,1.056,,70,
FALSE,1.112,1.026,11.32,40.59,47.16,90,1.083,1.25,55,
FALSE,1.063,1.012,6.72,38.11,11.76,60,1.105,0.5,35,
FALSE,1.075,1.023,6.8,25.9,38.69,60,1.059,1,83,
TRUE,1.078,1.01,8.88,53.44,6.55,90,1.049,0.5,65,
FALSE,1.058,1.017,5.41,25.1,8.98,90,1.044,,75,
FALSE,1.052,1.016,4.81,74.53,5.75,60,1.03,,70,17348
FALSE,1.04013864709547,1.00901936322454,4.08,27.25,5.17,60,1.01807081717911,,76,
FALSE,1.051,1.011,5.16,32.04,4.78,90,1.042,0.35,70,
FALSE,1.164,1.019,19.03,147.02,50,90,1.126,,70,61453
TRUE,1.06696145445075,1.02007735851359,6.15,107.7,8.16,60,1.05769768843525,0.5,70,
FALSE,1.044,1.01,4.48,80.15,4.08,60,1.03,,70,
FALSE,1.044,1.011,4.36,23.37,3.17,90,1.027,1.5,70,
FALSE,1.048,1.012,4.83,24.64,3.75,75,1.044,0.35,70,
FALSE,1.056,1.014,5.46,0,3.99,60,1.044,,75,
FALSE,1.06,1.013,6.09,23.87,4.19,60,1.079,0.35,35,
FALSE,1.058,1.015,5.56,23.51,15.41,60,1.045,0.35,62,
FALSE,1.063,1.019,5.77,29.14,4.12,60,1.049,0.5,80,
FALSE,1.043,1.01,4.35,29.41,4.12,60,1.039,0.75,70,
FALSE,1.05098735166837,1.00942009987185,5.45,20.38,7.33,90,1.04544338080835,,90,
TRUE,1.072,1.014,7.69,44.01,6.05,60,1.06,,73,
TRUE,1.069,1.01,7.78,102.79,8.2,60,1.064,2,75.5,
TRUE,1.072,1.019,7.07,42.52,8.99,60,1.064,,70,
FALSE,1.057,1.014,5.62,38.65,3.95,90,1.044,0.35,85,
FALSE,1.044,1.01,4.48,21.64,17.08,60,1.063,,35,51345
FALSE,1.059,1.015,5.85,46.78,32.06,75,1.051,,70,
TRUE,1.057,1.011,6.09,43.81,15.73,45,1.049,0.35,35,
TRUE,1.064,1.016,6.33,77.02,15.11,60,1.054,,65,
FALSE,1.057,1.012,5.9,52.52,8.39,60,1.037,0.5,70,4040
FALSE,1.067,1.013,7.08,26.88,5.7,60,1.056,,85,101304
TRUE,1.063,1.013,6.52,61.47,7.24,90,1.046,,75,
FALSE,1.064,1.018,6.02,42.68,12,60,1.052,0.75,60,
FALSE,1.061,1.012,6.47,32.95,14.22,60,1.053,,65,
TRUE,1.059,1.01,6.38,58.69,3.8,90,1.049,,75,
TRUE,1.064,1.017,6.2,57.09,14.82,60,1.047,,55,
FALSE,1.065,1.016,6.34,0,11.69,60,,,75,
TRUE,1.055,1.013,5.57,49.46,6.12,60,1.047,0.75,70,
FALSE,1.049,1.01,5.11,2.77,3.78,0,1.045,,70,
FALSE,1.057,1.017,5.26,29.68,3.17,90,1.043,,85,
TRUE,1.064,1.016,6.58,70.68,16.22,60,1.059,0.75,72,
TRUE,1.061,1.018,5.74,79.78,32.08,60,1.051,0.35,68,49703
FALSE,1.112,1.026,11.36,32.42,6.94,60,1.087,1.25,75,
FALSE,1.083,1.015,8.91,32.53,5.02,90,1.069,1,80,
TRUE,1.087,1.024,8.32,66.65,27.08,75,1.087,0.35,75,
TRUE,1.052,1.013,5.11,72.14,5.06,60,1.039,0.75,72,
FALSE,1.052,1.012,5.29,27.38,6.56,60,1.038,,75,
FALSE,1.043,1.011,4.18,46.75,50,60,1.032,0.35,35,
TRUE,1.065,1.016,6.38,77.71,13.87,60,1.079,,35,
TRUE,1.075,1.019,7.45,112.04,16.64,60,1.055,0.5,76,56744
TRUE,1.114,1.028,11.24,148.4,10.72,60,1.089,1,60,
FALSE,1.052,1.011,5.36,55.3,8.45,60,1.042,0.5,70,61617
FALSE,1.04,1.009,4.07,19.45,2.87,60,1.046,0.35,35,
FALSE,1.066,1.001,8.47,0,13.79,60,1.12,,35,
FALSE,1.084,1.021,8.26,0,27.58,60,,,75,
FALSE,1.045,1.009,4.62,25.99,2.62,60,1.033,,65,
FALSE,1.052,1.012,5.13,17.56,3.46,85,1.039,0.75,82,
FALSE,1.068,1.013,7.21,70.93,50,60,1.047,0.5,70,61376
FALSE,1.059,1.015,5.84,68.88,6.37,60,1.034,,70,
FALSE,1.063,1.006,7.48,43.56,6.3,90,1.036,1,75,1569
FALSE,1.05,1.014,4.7,147.37,5.8,60,1.045,0.35,70,3811
TRUE,1.05,1.012,4.98,39.85,6.36,60,1.046,0.75,65,
FALSE,1.053,1.013,5.2,28.39,12.05,75,1.044,,85,
FALSE,1.062,1.011,6.75,34.59,8.58,60,1.052,,35,
FALSE,1.06,1.014,6.07,109.8,19.05,70,1.05,0.35,72,28574
TRUE,1.043,1.009,4.43,58.89,4.86,60,1.043,,35,46159
FALSE,1.045,1.012,4.31,24.05,16.77,60,1.035,0.75,65,49521
FALSE,1.066,1.017,6.46,58.55,35.97,60,1.053,0.35,80,
FALSE,1.049,1.011,4.99,15.75,2.48,90,1.036,0.75,70,20317
TRUE,1.08,1.019,8.05,107.97,42.84,60,1.054,,70,34210
FALSE,1.054,1.01,5.87,28.34,8.93,60,1.042,0.75,72,14037
FALSE,1.054,1.011,5.6,41.64,6.81,60,1.044,,75,
FALSE,1.04,1.009,4.05,38.02,40.35,60,1.024,,72,52501
FALSE,1.084,1.023,8.02,61.51,37.68,60,1.072,0.35,80,85227
TRUE,1.089,1.019,9.24,92.63,12.96,60,1.149,,35,
TRUE,1.065,1.015,6.53,65.6,7.16,60,1.053,1,75,
FALSE,1.057,1.011,6.06,39.3,10.57,90,1.042,,70,
TRUE,1.07,1.023,6.09,40.52,8.62,60,1.128,,35,
FALSE,1.07,1.01,7.86,25.36,7.32,60,1.055,0.35,75,
FALSE,1.086,1.013,9.61,30.42,25.43,60,1.057,1.25,70,95445
TRUE,1.068,1.017,6.66,59.87,9.22,60,1.064,,70,
FALSE,1.055,1.01,5.87,23.24,4.12,90,1.045,0.75,75,19498
FALSE,1.051,1.013,5.03,31.33,5.16,60,,,90,
FALSE,1.063,1.012,6.66,30.23,6.4,60,1.046,1,75,47441
FALSE,1.053,1.013,5.24,25.08,17.43,60,1.039,,65,
FALSE,1.051,1.009,5.44,35.01,11.02,60,1.043,0.75,80,
FALSE,1.066,1.018,6.23,22.03,34.93,60,1.048,0.35,65,
TRUE,1.062,1.011,6.67,65.3,8.19,60,1.047,0.35,70,
FALSE,1.057,1.013,5.79,30.17,9.46,60,1.042,0.5,75,
FALSE,1.056,1.014,5.55,0,5.68,60,1.019,,55,
FALSE,1.04,1.009,4.09,18.59,2.74,60,1.03,0.5,70,15163
FALSE,1.052,1.012,5.16,42.26,3.33,60,1.044,1.5,60,
FALSE,1.055,1.014,5.41,0,32.38,60,,,70,
FALSE,1.074,1.015,7.79,46.49,30.81,90,1.046,,70,
FALSE,1.068,1.018,6.55,41.58,11.31,60,1.044,,75,
TRUE,1.085,1.021,8.36,95.24,8.7,60,,,70,
FALSE,1.059,1.012,6.18,24.97,5.01,70,,,75,
TRUE,1.069,1.016,7,60.34,25.45,90,1.051,,75,
FALSE,1.053,1.011,5.46,72.69,6.26,60,1.039,,75,
FALSE,1.061,1.015,6.02,0,4.95,60,1.047,,70,
TRUE,1.072,1.017,7.2,70.8,14.2,60,1.048,,70,34210
FALSE,1.053,1.013,5.34,28.85,18.73,60,1.033,0.35,75,88637
TRUE,1.063,1.018,6,73.55,5.01,60,1.047,0.35,70,
FALSE,1.047,1.009,5.02,48.49,10.77,60,1.037,,80,61724
TRUE,1.082,1.02,8.04,99.07,6.61,60,1.063,,75,
FALSE,1.044,1.012,4.18,26.7,4.25,60,1.036,,70,
FALSE,1.059,1.019,5.23,29.23,40.97,60,1.046,0.75,57.5,14188
TRUE,1.068,1.017,6.73,70.29,5.91,60,1.051,0.75,60,
TRUE,1.065,1.018,6.27,45.74,5.58,60,1.055,0.75,75,
FALSE,1.075,1.019,7.42,79.28,50,90,1.062,0.5,60,
TRUE,1.067,1.013,7.1,115.32,41.88,60,1.048,1,71,
TRUE,1.078,1.018,7.87,117.07,23.09,60,1.057,,70,
TRUE,1.079,1.02,7.68,64.5,8.6,60,1.066,0.35,70,
FALSE,1.054,1.011,5.63,43.53,7.82,60,1.029,,45,
FALSE,1.119,1.029,11.81,83.47,50,90,1.079,1.25,65,
TRUE,1.056,1.01,6.07,59.29,7.66,60,1.043,,75,56565
FALSE,1.042,1.011,4.08,32.7,2.72,60,1.07,0.75,30,
TRUE,1.076,1.019,7.42,56.19,10.68,70,1.098,1,70,
FALSE,1.044,1.012,4.2,28.33,4.31,90,1.029,1.25,70,
TRUE,1.059,1.013,5.97,52.07,4.82,60,1.047,,70,
FALSE,1.087,1.022,8.59,64.27,50,60,1.079,,72,88958
TRUE,1.057,1.01,6.21,65.98,6.97,60,1.042,0.35,65,
FALSE,1.042,1.007,4.59,19.24,4.95,60,1.034,0.75,70,4526
TRUE,1.066,1.013,6.94,82.99,5.4,60,1.052,1,79,
TRUE,1.061,1.014,6.19,55.62,8.82,60,1.051,,75,
FALSE,1.079,1.021,7.54,38.48,40,60,1.072,1,75,9218
FALSE,1.048,1.012,4.63,35.82,13.08,60,1.034,0.5,62,
FALSE,1.082,1.012,9.13,34.19,17.73,120,1.049,1,50,10006
FALSE,1.077,1.023,7.09,40.22,22.62,60,,,75,1513
FALSE,1.083,1.024,7.75,49.5,24.57,60,1.117,0.35,35,26830
FALSE,1.053,1.01,5.72,22.79,3.41,60,1.037,,69,
TRUE,1.054,1.012,5.59,79.8,5.99,60,1.039,,35,
FALSE,1.047,1.012,4.63,19.61,29.35,60,1.035,,35,
FALSE,1.048,1.013,4.6,31.48,32.66,60,1.044,1,70,62346
FALSE,1.065,1.018,6.05,35.19,47,60,1.053,1,70,96119
TRUE,1.086,1.021,8.57,81.33,10.94,90,1.118,0.35,75,
TRUE,1.057,1.01,6.15,43.48,3.91,60,1.046,,72,
FALSE,1.08,1.018,8.05,28.16,40,60,1.069,,65,5390
FALSE,1.046,1.009,4.94,47.64,5.96,60,1.065,,35,53399
FALSE,1.067,1.019,6.19,35.39,28.16,60,1.061,,80,
TRUE,1.064,1.016,6.41,64.93,4.22,60,1.059,,75,
FALSE,1.049,1.011,5.02,22.29,5.39,60,1.061,,35,
FALSE,1.065,1.018,6.16,0,40,60,,,75,
TRUE,1.062,1.012,6.55,48.52,25.47,60,1.053,,80,35104
FALSE,1.03110724942108,1.00776594953531,3.03,0,20.16,60,1.03098440994758,,75,
TRUE,1.062,1.012,6.6,25.74,11.1,60,1.119,,35,28970
FALSE,1.064,1.013,6.71,26.25,10.47,60,1.08,,65,
FALSE,1.05765926491058,1.01440243690945,5.67,26.6,8.94,60,1.0462804285674,,70,
FALSE,1.054,1.016,4.99,35.81,3.67,60,,0.35,70,
FALSE,1.095,1.026,9.1,60.87,39.9,60,1.058,,70,
TRUE,1.058,1.018,5.28,32.92,7.86,90,1.081,0.35,69,
FALSE,1.051,1.009,5.54,59.36,5.41,60,1.037,,62,
TRUE,1.058,1.016,5.54,70.17,12.11,60,1.045,,65,
TRUE,1.055,1.012,5.61,69.13,6.67,60,1.048,0.75,75,
FALSE,1.058,1.011,6.21,616.79,20.31,60,1.047,,35,
TRUE,1.082,1.021,8.02,151.67,5.53,60,1.06,0.75,60,
FALSE,1.044,1.01,4.41,0,10.09,60,1.03,,60,
FALSE,1.058,1.014,5.82,25.66,16.85,60,1.047,0.75,72,30168
FALSE,1.063,1.013,6.53,21.48,7.15,60,1.033,1.5,75,50756
FALSE,1.054,1.015,5.09,38.12,8.72,60,1.036,0.5,60,21800
FALSE,1.06122822653599,1.01084808100108,6.61,32.15,13.47,60,1.04964050468612,,75,
FALSE,1.092,1.022,9.16,102.79,36.3,90,,,75,1279
FALSE,1.058,1.017,5.36,24.77,3.62,60,1.042,,70,
FALSE,1.082,1.011,9.28,45.94,20.68,130,1.046,1,70,14759
FALSE,1.067,1.011,7.3,56.67,4.83,60,1.122,0.35,70,18665
FALSE,1.055,1.01,6.05,43.97,7.41,60,1.046,0.35,80,30457
TRUE,1.055,1.011,5.84,67.22,6.06,60,1.044,,72,33656
TRUE,1.069,1.015,7.05,82.85,12.07,60,1.046,0.75,65,
TRUE,1.063,1.011,6.74,43.99,6.29,90,1.046,0.5,65,
FALSE,1.045,1.008,4.92,18.62,6.71,60,1.05,0.75,65,67846
FALSE,1.083,1.016,8.87,6.84,24.79,60,1.177,0.35,35,
FALSE,1.103,1.036,8.86,90.76,22.46,60,1.103,,75,
FALSE,1.072,1.018,7.11,43.39,48.04,90,1.053,,75,
TRUE,1.062,1.015,6.24,73.26,5.84,60,1.046,,80,82428
FALSE,1.041,1.01,4.03,42.49,4.3,90,1.037,,35,40727
TRUE,1.061,1.012,6.37,68.59,7.39,60,1.037,,70,39818
FALSE,1.068,1.025,5.69,24.56,40.26,60,1.059,0.35,70,
FALSE,1.051,1.009,5.5,59.41,8.85,60,1.038,0.5,70,
FALSE,1.044,1.01,4.44,14.47,18.89,60,1.033,,60,
TRUE,1.074,1.017,7.46,229.74,11.65,60,,,35,4726
TRUE,1.061,1.012,6.47,56.39,4.04,60,1.038,1,65,93114
FALSE,1.046,1.007,5.05,22.59,3.56,90,1.038,1.5,70,
FALSE,1.057,1.018,5.23,36.74,8.62,60,1.053,,65,
FALSE,1.064,1.016,6.27,48.46,6.14,60,1.047,,75,19540
FALSE,1.049,1.01,5.09,39.49,7.36,60,1.039,0.35,70,
FALSE,1.053,1.009,5.8,62.61,5.17,48,1.042,0.35,70,
FALSE,1.061,1.014,6.19,22.39,3.93,90,1.044,0.75,70,
TRUE,1.062,1.011,6.63,72.54,8.16,60,1.052,0.75,75,
FALSE,1.046,1.008,5.04,29.88,7.01,60,1.038,0.35,72,55818
TRUE,1.062,1.014,6.35,49.43,9.38,60,1.046,,65,
TRUE,1.065,1.018,6.19,53.55,9.12,60,1.049,,75,14852
TRUE,1.074,1.014,7.97,77.93,10.56,60,1.064,0.35,64,
TRUE,1.075,1.019,7.39,62.57,10.54,60,1.125,,35,58627
FALSE,1.051,1.018,4.37,67.94,25.53,60,1.043,,74,
TRUE,1.061,1.016,5.94,92.65,4.5,90,1.061,0.75,35,74926
FALSE,1.058,1.008,6.51,34.03,4.37,60,1.043,0.75,61,25019
TRUE,1.068,1.014,7.1,102.85,13.35,60,1.054,0.5,69,67999
FALSE,1.05664449847735,1.01110569106935,5.97,88.42,48.31,60,1.04419002738655,1,78,35279
TRUE,1.066,1.013,6.97,74.16,9.55,75,1.11,,35,
FALSE,1.066,1.02,6.14,32.29,9.65,60,1.049,1,70,
TRUE,1.09,1.02,9.25,75.32,10.83,60,1.057,0.35,72,
TRUE,1.066,1.015,6.69,86.68,7.5,90,1.06,,75,
FALSE,1.052,1.013,5.08,17.76,3.63,60,1.042,,70,
FALSE,1.08,1.016,8.33,32.1,7.41,60,1.061,,80,52501
TRUE,1.062,1.016,5.94,73.32,5.99,60,1.049,,64,87115
TRUE,1.058,1.008,6.54,62.5,16.31,90,1.058,0.5,80,
FALSE,1.057,1.014,5.64,23.33,31.97,60,1.105,,35,
TRUE,1.057,1.014,5.61,96.62,7.19,60,1.042,,70,
FALSE,1.044,1.014,4.01,46.91,5.22,60,1.035,0.75,35,
TRUE,1.069,1.013,7.29,76.94,34.52,60,1.126,0.75,35,
FALSE,1.062,1.015,6.08,42.99,45.74,60,1.047,,82,
FALSE,1.082,1.02,8.08,32.58,5.95,60,1.061,0.35,70,
FALSE,1.055,1.013,5.5,15.42,4.71,60,,1,35,
TRUE,1.066,1.017,6.52,54.74,8.67,60,1.044,0.35,70,22182
TRUE,1.051,1.012,5.2,119.43,4.57,60,1.041,,70,53199
FALSE,1.048,1.009,5.15,44.85,8.28,60,1.061,,35,53399
FALSE,1.043,1.008,4.6,18.41,2.48,90,1.025,0.35,75,54764
TRUE,1.071,1.016,7.21,43.68,4.69,75,1.052,,70,41689
TRUE,1.06,1.011,6.33,60.21,8.29,60,1.052,,75,
FALSE,1.055,1.011,5.78,31.06,6.79,30,1.092,,35,
TRUE,1.068,1.01,7.65,102.05,3.68,90,1.052,1.5,77,
FALSE,1.063,1.014,6.42,43.28,3.4,60,1.046,0.35,70,5100
FALSE,1.058,1.022,4.79,28.71,45.43,60,1.043,,72,32556
FALSE,1.056,1.01,6.04,26.9,3.43,60,1.037,0.75,75,
FALSE,1.099,1.017,10.73,56.21,50,90,1.079,,65,
TRUE,1.11,1.027,10.78,0,9.95,65,1.201,,35,
FALSE,1.057,1.017,5.24,23.82,40.38,60,1.045,,70,
FALSE,1.055,1.013,5.55,46.97,5.72,62,1.043,0.75,70,
FALSE,1.059,1.014,5.89,47.58,6.65,60,1.055,1,59,
FALSE,1.054,1.012,5.5,24.49,16.32,60,1.04,0.5,70,
FALSE,1.053,1.012,5.36,39.18,9.83,30,1.053,0.35,70,
FALSE,1.07,1.012,7.61,37.66,20.33,60,1.055,1.25,80,19531
FALSE,1.108,1.03,10.27,31.58,21.38,90,,,70,
FALSE,1.048,1.011,4.82,20.94,3.23,90,1.038,,75,19531
TRUE,1.061,1.014,6.06,0,10.61,70,1.045,,75,
FALSE,1.121,1.029,12.07,88.87,50,60,1.102,,80,
TRUE,1.073,1.015,7.73,63.23,7.8,80,1.062,,75,
FALSE,1.042,1.01,4.15,38.98,32.22,60,1.029,,70,42028
FALSE,1.059,1.01,6.42,58.34,36.99,75,1.045,1,50,
FALSE,1.053,1.01,5.57,38.05,7.52,60,1.046,,76,16275
TRUE,1.072,1.019,6.97,57.87,8.34,60,1.054,0.35,25,
TRUE,1.059,1.013,6.14,58.37,4.41,60,1.046,0.5,78,
FALSE,1.053,1.001,6.88,28.3,7.83,60,1.039,1,80,
FALSE,1.061,1.014,6.15,32.85,32.23,60,,,65,
FALSE,1.047,1.009,4.96,0,11.64,60,1.086,,35,
FALSE,1.06,1.01,6.56,30.83,4.67,60,1.053,0.35,80,
FALSE,1.049,1.01,5.12,42.59,3.54,90,1.039,1.5,70,
FALSE,1.058,1.015,5.75,32.88,12.42,60,1.117,0.35,75,
FALSE,1.048,1.012,4.74,22.46,14.39,60,1.034,0.75,70,
FALSE,1.044,1.008,4.68,23.59,11.39,60,1.039,,74,
FALSE,1.054,1.012,5.55,26.18,34.56,60,1.04,,80,24476
FALSE,1.066,1.023,5.7,19.84,45.74,60,1.049,,70,
TRUE,1.062,1.016,6.14,58.26,10.25,60,1.114,,35,
FALSE,1.067,1.017,6.55,45.69,30.88,60,1.058,1.25,75,124635
FALSE,1.052,1.01,5.46,39.53,4.04,60,1.085,1.75,75,
TRUE,1.066,1.015,6.75,45.44,14.24,90,1.05,1,75,17602
FALSE,1.13,1.037,12.23,115.54,50,60,1.057,,51,
FALSE,1.052,1.011,5.32,0,4.76,60,1.109,,70,
FALSE,1.043,1.012,4.07,48.66,5.45,60,1.043,0.75,35,
FALSE,1.042,1.01,4.09,57,21.78,60,1.03,,35,68260
FALSE,1.074,1.028,6.38,38.71,38.73,90,1.05,1,92,
FALSE,1.051,1.009,5.43,27.95,23.76,60,1.041,,80,
FALSE,1.058,1.014,5.68,0,41.07,60,1.042,,66,
FALSE,1.054,1.009,5.88,36.38,10.03,60,1.045,,70,
FALSE,1.056,1.014,5.57,28.1,26.06,90,1.049,,70,74240
FALSE,1.052,1.014,4.95,37.77,21.21,60,1.038,0.75,75,
FALSE,1.052,1.008,5.76,40.9,12.13,6,1.039,,76,
TRUE,1.068,1.005,8.2,53.8,5.84,30,1.059,,70,
FALSE,1.056,1.011,5.93,56.71,7.05,75,1.046,,70,
FALSE,1.056,1.008,6.3,24.03,4.39,60,1.045,0.75,80,
FALSE,1.056,1.017,5.09,49.43,11.52,60,1.042,,65,4353
FALSE,1.065,1.015,6.54,53.14,33.66,60,1.055,1.25,70,17196
FALSE,1.064,1.008,7.3,24.77,25.05,90,1.042,1.25,76,
FALSE,1.047,1.01,4.83,39.14,3.37,75,1.042,0.5,70,52702
TRUE,1.067,1.014,7.01,101.67,7.07,60,1.057,1,70,47553
FALSE,1.071,1.017,6.98,38.63,18.27,60,1.056,,75,
TRUE,1.064,1.016,6.3,66.68,7.2,60,1.056,0.35,69,
FALSE,1.058,1.006,6.81,28.94,7.08,60,1.05,,70,
TRUE,1.072,1.012,7.91,117.38,31.65,90,1.054,0.75,75,
TRUE,1.07,1.016,7.15,88.68,7.44,30,1.061,,55,
TRUE,1.076,1.019,7.47,109.23,4.88,60,1.054,0.5,75,68284
TRUE,1.05963701252759,1.01000006639189,6.51,52.12,4.59,60,1.04964050468612,,85,21081
FALSE,1.055,1.012,5.75,40.94,6.12,60,1.043,0.35,70,29783
FALSE,1.05,1.01,5.29,0,4.57,60,1.027,,55,
TRUE,1.058,1.011,6.17,177.32,18.67,60,1.045,,70,7722
FALSE,1.06,1.015,5.9,45.29,17.87,60,1.11,,35,18665
TRUE,1.059,1.018,5.52,52.89,9.92,60,1.098,0.35,35,
TRUE,1.071,1.02,6.68,86.88,9.75,60,1.066,,70,
FALSE,1.068,1.017,6.66,77.64,47.02,90,1.047,0.75,72,47934
FALSE,1.058,1.009,6.37,28.9,5.41,60,1.044,,75,
FALSE,1.061,1.012,6.42,39.24,7.78,60,1.049,,80,
FALSE,1.103,1.027,10.01,62.03,50,60,1.076,1,70,
FALSE,1.035,1.009,3.48,0,2.63,60,1.026,,75,
TRUE,1.059,1.01,6.36,54.71,5.8,60,1.045,,80,
FALSE,1.066,1.019,6.51,71.94,40.91,60,1.062,0.5,75,
FALSE,1.048,1.012,4.77,39.29,13.52,60,1.036,,65,7839
TRUE,1.076,1.013,8.31,43.84,21.45,60,1.08,,60,
TRUE,1.05217945720609,1.00990153495361,5.55,73.82,31.31,60,1.04335593359478,0.35,80,
FALSE,1.052,1.016,4.79,23.68,26.41,60,1.1,,35,
FALSE,1.05,1.009,5.4,22.26,7.29,60,1.045,0.35,75,91075
FALSE,1.041,1.01,4.1,35.77,10.91,60,1.03,0.75,68,
FALSE,1.049,1.013,4.72,34.23,40,60,1.082,,75,
FALSE,1.049,1.015,4.49,14.58,32.13,60,1.093,,60,
FALSE,1.075,1.01,8.51,81.46,30.16,60,1.053,,68,50433
TRUE,1.058,1.011,6.15,63.13,39.12,60,1.072,0.35,35,80823
TRUE,1.066,1.013,6.89,0,8,60,1.049,,75,
TRUE,1.059,1.015,5.78,17.68,9.76,60,1.047,,75,
TRUE,1.055,1.013,5.53,40.04,6.11,75,1.045,1,57,
FALSE,1.055,1.017,5.01,41.69,33.65,60,1.065,,50,
TRUE,1.056,1.011,5.93,73.15,6.12,90,1.112,0.35,35,61327
TRUE,1.073,1.017,7.25,93.88,6.08,60,1.063,0.5,70,52702
FALSE,1.046,1.01,4.79,33.56,5.98,60,1.05,,70,2361
FALSE,1.058,1.021,4.91,20.25,32.33,60,1.043,,58,
TRUE,1.069,1.01,7.66,81.14,11.33,60,1.041,1,70,
FALSE,1.093,1.019,9.7,28.76,19.37,60,1.074,,72,
FALSE,1.067,1.014,6.92,25.6,35.36,60,1.051,1,65,
FALSE,1.059,1.015,5.66,25.49,18.39,60,1.046,0.75,70,12326
FALSE,1.058,1.014,5.69,32.41,26.61,60,1.049,,70,
TRUE,1.038,1.008,3.97,34.62,3.64,60,1.032,,73,
FALSE,1.057,1.011,6,57.07,4.57,60,1.042,0.35,83,
FALSE,1.065,1.016,6.45,139.29,13.87,60,1.054,1,62,57841
TRUE,1.064,1.011,7.02,66.41,7.44,60,1.052,0.35,60,
FALSE,1.051,1.01,5.46,27.44,14.93,60,1.038,,70,
FALSE,1.06,1.014,6.04,42.28,10.09,90,1.05,1,79,
FALSE,1.062,1.016,6.11,36.28,6.02,60,1.048,,70,
TRUE,1.066,1.014,6.81,73.56,6.66,60,1.053,,70,
FALSE,1.056,1.006,6.45,13.29,3.41,75,1.045,0.75,80,48832
TRUE,1.056,1.012,5.72,50.06,5.66,60,1.041,,62,
TRUE,1.065,1.015,6.58,65.45,9.19,60,1.051,0.75,70,32992
FALSE,1.054,1.011,5.69,14.67,2.84,60,1.046,1.75,75,
FALSE,1.07,1.013,7.43,45.1,17.22,60,1.049,0.5,65,
FALSE,1.055,1.014,5.44,38.43,8.58,60,,,70,
TRUE,1.038,1.009,3.79,33.79,7.96,90,1.023,1.25,65,
FALSE,1.066,1.018,6.31,22.21,35.07,60,1.055,,72,
FALSE,1.048,1.011,4.81,44,10.01,60,1.042,,70,46016
FALSE,1.051,1.014,4.84,54.08,9.84,60,1.036,0.35,62,
TRUE,1.062,1.012,6.5,74.96,4.86,75,1.05,,85,
FALSE,1.042,1.008,4.39,37.09,2.92,60,1.04,,81,
FALSE,1.064,1.018,6.02,50.15,5.1,60,1.055,,75,
FALSE,1.065,1.019,6.13,42.43,38.41,60,1.059,0.75,60,
FALSE,1.046,1.008,4.98,19.91,2.68,90,1.037,0.35,73,43553
TRUE,1.055,1.015,5.45,77.41,4.56,75,1.046,0.35,72,
FALSE,1.046,1.007,5.17,36.62,2.88,60,1.036,0.5,72,93114
FALSE,1.063,1.012,6.64,42.71,3.76,90,1.047,0.35,85,
TRUE,1.069,1.013,7.35,191.9,12.25,90,1.051,0.35,70,
FALSE,1.055,1.013,5.51,20,26.37,60,1.092,0.35,25,
TRUE,1.055,1.009,6.05,67.83,37.86,60,1.046,0.35,82,
FALSE,1.091,1.026,8.53,24.43,15.32,60,1.091,1,85,
FALSE,1.048,1.013,4.7,22.37,2.9,60,1.041,0.5,75,1369
FALSE,1.051,1.01,5.42,15.74,12.22,60,1.037,1,72,
FALSE,1.045,1.01,4.64,64.83,3.13,60,1.031,0.75,75,
FALSE,1.052,1.008,5.71,42.61,3.62,60,1.04,1.5,66,41484
TRUE,1.067,1.011,7.41,108.88,6.68,60,1.06,,33,
TRUE,1.062,1.015,6.06,83.07,21.45,60,1.045,,70,5100
TRUE,1.063,1.012,6.66,62.03,11.35,60,1.048,,67,
FALSE,1.055,1.009,6.02,28.42,5.32,90,1.047,0.35,75,
FALSE,1.078,1.009,9.16,0,21.45,60,1.248,2,50,127594
FALSE,1.049,1.007,5.52,40.08,6.25,60,1.039,,70,
TRUE,1.066,1.017,6.44,57.42,5.57,60,1.06,0.35,71,
FALSE,1.047,1.012,4.59,0,5.18,60,1.034,,75,
TRUE,1.078,1.023,7.26,118.05,33.74,90,1.062,1.25,83,
FALSE,1.026,1.006,2.64,0,3.43,60,1.019,,35,
FALSE,1.047,1.008,5.15,27.79,4.6,60,1.103,,65,
FALSE,1.049,1.01,5.19,22.74,4.17,60,1.032,,65,
TRUE,1.057,1.01,6.21,60.18,11.25,90,1.044,0.35,66,
FALSE,1.055,1.012,5.64,30.31,25.95,60,1.041,1,70,19734
FALSE,1.056,1.022,4.53,28.07,6.77,60,1.052,2,70,
